t_exit,equity
2017-04-26,1.268787606593387
2017-04-27,1.2657826622762591
2017-04-28,1.2659825949105745
2017-05-01,1.2813495130794466
2017-05-02,1.2802275155979743
2017-05-03,1.2891016428318576
2017-05-04,1.302930578239858
2017-05-05,1.3052666692361663
2017-05-08,1.306653033945097
2017-05-09,1.3192281994335862
2017-05-10,1.3165244198249917
2017-05-11,1.3210622436082056
2017-05-12,1.3191257806249097
2017-05-15,1.3203078630309937
2017-05-16,1.325243968212523
2017-05-17,1.3428640532048732
2017-05-18,1.346181720994168
2017-05-19,1.346181720994168
2017-05-22,1.3558610658544155
2017-05-23,1.363062177972585
2017-05-24,1.3625177805960411
2017-05-25,1.3611088446678015
2017-05-26,1.3611088446678015
2017-05-30,1.366800767658309
2017-05-31,1.377194663211702
2017-06-01,1.3782807788766955
2017-06-02,1.3909176681034878
2017-06-05,1.3910265076938009
2017-06-06,1.407335243989912
2017-06-07,1.4089696531768798
2017-06-08,1.4189444386146512
2017-06-09,1.4293819627639226
2017-06-12,1.4297206269889717
2017-06-13,1.4277978124737505
2017-06-14,1.431622097433093
2017-06-15,1.4440887247925658
2017-06-16,1.4454718952029015
2017-06-19,1.4545919842409993
2017-06-20,1.4559971037263473
2017-06-21,1.4551779357342252
2017-06-22,1.4512229872863425
2017-06-23,1.4767690510824603
2017-06-26,1.4930576928771457
2017-06-27,1.4868545710720986
2017-06-28,1.4862591146960185
2017-06-29,1.4910220026076888
2017-06-30,1.4946185823161693
2017-07-03,1.5165057666610002
2017-07-05,1.5139007563657678
2017-07-06,1.510317090345508
2017-07-07,1.5233253175345913
2017-07-10,1.524205500232021
2017-07-11,1.530384572346605
2017-07-12,1.530133247557217
2017-07-13,1.5365223437171887
2017-07-14,1.5513196406426342
2017-07-17,1.5549775516456212
2017-07-18,1.561141140277994
2017-07-19,1.5621479111150232
2017-07-20,1.5725067397897559
2017-07-21,1.5770331474409676
2017-07-24,1.5796698760300123
2017-07-25,1.5809308881938209
2017-07-26,1.5755968327021184
2017-07-27,1.5755968327021184
2017-07-28,1.588117468446986
2017-07-31,1.5909961410389524
2017-08-01,1.5962642788333299
2017-08-02,1.5921115393278182
2017-08-03,1.5897218950144503
2017-08-04,1.603126108295392
2017-08-07,1.6037629265088205
2017-08-08,1.6044009099981025
2017-08-09,1.6206970620244272
2017-08-10,1.6297107779829385
2017-08-11,1.631484420096854
2017-08-14,1.6368029189543893
2017-08-15,1.6454951015165975
2017-08-16,1.6527433765432262
2017-08-17,1.6560905429752222
2017-08-18,1.65981761351497
2017-08-21,1.6670500606674712
2017-08-22,1.6697697348134732
2017-08-23,1.6691222360918982
2017-08-24,1.671971609536783
2017-08-25,1.68120683388922
2017-08-28,1.7022624725585884
2017-08-29,1.6949050109178847
2017-08-30,1.6950345393752302
2017-08-31,1.7074884583246974
2017-09-01,1.7130499520497493
2017-09-05,1.7181819173424269
2017-09-06,1.7260034604379404
2017-09-07,1.7372397261921864
2017-09-08,1.7308102675460273
2017-09-11,1.7308102675460273
2017-09-12,1.72950596440545
2017-09-13,1.72950596440545
2017-09-14,1.7361901401840107
2017-09-15,1.7364530155887854
2017-09-18,1.741093102111914
2017-09-19,1.7433562611759135
2017-09-20,1.7433562611759135
2017-09-21,1.754763026242868
2017-09-22,1.7524595424877911
2017-09-25,1.7710264163098823
2017-09-26,1.781208630278701
2017-09-27,1.781208630278701
2017-09-28,1.7845403614614215
2017-09-29,1.7882922474786955
2017-10-02,1.7915182549203883
2017-10-03,1.7889784262527115
2017-10-04,1.7888378448893223
2017-10-05,1.7998973707207584
2017-10-06,1.8055770722208746
2017-10-09,1.8072691109311583
2017-10-10,1.8185416457531276
2017-10-11,1.8206606641366914
2017-10-12,1.8231982391230581
2017-10-13,1.8347579205372853
2017-10-16,1.837717173101981
2017-10-17,1.8548867610469826
2017-10-18,1.8548867610469826
2017-10-19,1.8556077213726372
2017-10-20,1.8587979733725288
2017-10-23,1.8631726451648913
2017-10-24,1.8639030146847522
2017-10-25,1.871975671101541
2017-10-26,1.882559207361352
2017-10-27,1.882707591117419
2017-10-30,1.8887855873056398
2017-10-31,1.897835580385981
2017-11-01,1.9006699885568727
2017-11-02,1.9006699885568727
2017-11-03,1.8988674823590512
2017-11-06,1.9144295534194165
2017-11-07,1.9190778290652848
2017-11-08,1.9276511104442264
2017-11-09,1.9365384973687945
2017-11-10,1.9532860860263883
2017-11-13,1.9532860860263883
2017-11-14,1.9603227123372038
2017-11-15,1.9678189110002917
2017-11-16,1.9676649119015472
2017-11-17,1.9791199194928966
2017-11-20,1.9791199194928966
2017-11-21,1.9791199194928966
2017-11-22,1.9897496200314555
2017-11-24,1.9897496200314555
2017-11-27,1.9897496200314555
2017-11-28,1.9897496200314555
2017-11-29,2.0071334668210707
2017-11-30,2.0226199220481753
2017-12-01,2.030081237452692
2017-12-04,2.027209531871179
2017-12-05,2.0491442895857364
2017-12-06,2.0457423187602664
2017-12-07,2.0660004016211864
2017-12-08,2.0678240412830577
2017-12-11,2.075609145621347
2017-12-12,2.0802911779481237
2017-12-13,2.0861539841158376
2017-12-14,2.087652578960287
2017-12-15,2.089651889508372
2017-12-18,2.0996327140780227
2017-12-19,2.100298723405162
2017-12-20,2.1082914924938803
2017-12-21,2.1097898451301913
2017-12-22,2.124951367156437
2017-12-26,2.12776820550485
2017-12-27,2.132739626545749
2017-12-28,2.142507687671672
2017-12-29,2.1625390222630694
2018-01-02,2.1814691710337244
2018-01-03,2.1751891033314688
2018-01-04,2.1751891033314688
2018-01-05,2.1751891033314688
2018-01-08,2.1773315777556146
2018-01-09,2.173840173326005
2018-01-10,2.1690653574949286
2018-01-11,2.174829330535665
2018-01-12,2.1840016386443515
2018-01-16,2.191056941671265
2018-01-17,2.1969680263183737
2018-01-18,2.201762413252069
2018-01-19,2.204742098933244
2018-01-22,2.2005928553725442
2018-01-23,2.2004279548042467
2018-01-24,2.2004279548042467
2018-01-25,2.2103244056777225
2018-01-26,2.2103244056777225
2018-01-30,2.2157729071461483
2018-01-31,2.2182578861074336
2018-02-01,2.2190832536492944
2018-02-02,2.2434381223980404
2018-02-05,2.24023581807667
2018-02-06,2.260491982846167
2018-02-07,2.2840281976977197
2018-02-08,2.2836814555193046
2018-02-09,2.2971668265024987
2018-02-12,2.2978607699713147
2018-02-13,2.304106328802406
2018-02-14,2.343349350442907
2018-02-15,2.343176068102399
2018-02-16,2.3417915368857254
2018-02-20,2.375831180996723
2018-02-21,2.3815611655400026
2018-02-22,2.3970538795188685
2018-02-23,2.396692965563856
2018-02-26,2.388973192696479
2018-02-27,2.418034730949555
2018-02-28,2.4178509507803616
2018-03-01,2.4316893831620776
2018-03-02,2.4442704598484823
2018-03-05,2.4542433500319003
2018-03-06,2.4765276423627363
2018-03-07,2.4989220258596547
2018-03-08,2.5081647632420863
2018-03-09,2.5188312736604024
2018-03-12,2.5188312736604024
2018-03-13,2.5188312736604024
2018-03-14,2.514640066965943
2018-03-15,2.514640066965943
2018-03-16,2.5123366150810984
2018-03-19,2.526534989864437
2018-03-20,2.526534989864437
2018-03-21,2.542513392010755
2018-03-22,2.542513392010755
2018-03-23,2.55406013154872
2018-03-26,2.565234782739763
2018-03-27,2.5646608113076774
2018-03-28,2.60728008952487
2018-03-29,2.609643087107069
2018-04-02,2.639338299543638
2018-04-03,2.654303165459938
2018-04-04,2.6622752425530285
2018-04-05,2.680642548317993
2018-04-06,2.6915551266868523
2018-04-09,2.6982184900339314
2018-04-10,2.711960265162875
2018-04-11,2.7619611596189775
2018-04-12,2.7881252373488388
2018-04-13,2.8067002670878733
2018-04-16,2.820304705369806
2018-04-17,2.8219785788671996
2018-04-18,2.8381520788786285
2018-04-19,2.841940056011948
2018-04-20,2.8542181871787813
2018-04-23,2.8788235163785982
2018-04-24,2.8896755348624272
2018-04-25,2.8957867377287814
2018-04-26,2.894465954192411
2018-04-27,2.9054690175495943
2018-04-30,2.890826359532633
2018-05-01,2.911518932242597
2018-05-02,2.9257540676500513
2018-05-03,2.9257540676500513
2018-05-04,2.9257540676500513
2018-05-07,2.9221823179431246
2018-05-08,2.9179443072188285
2018-05-09,2.9179443072188285
2018-05-10,2.9370683789543666
2018-05-11,2.9370683789543666
2018-05-14,2.944634182431527
2018-05-15,2.980070801892175
2018-05-16,2.9784546675759827
2018-05-17,2.9856052135258406
2018-05-18,2.997220547041857
2018-05-21,2.9907019841635103
2018-05-22,2.9907019841635103
2018-05-23,2.9907019841635103
2018-05-24,2.9907019841635103
2018-05-25,2.9907019841635103
2018-05-29,2.9907019841635103
2018-05-30,2.9987662807309774
2018-05-31,3.000840810219621
2018-06-01,3.009621786274656
2018-06-04,3.01148270623584
2018-06-05,3.024068481673864
2018-06-06,3.0217352754871216
2018-06-07,3.0224332878462588
2018-06-08,3.0158999816489804
2018-06-11,3.0149714558445533
2018-06-12,3.021244104517387
2018-06-13,3.028015110440063
2018-06-14,3.04388826136386
2018-06-15,3.079867734394441
2018-06-18,3.0690459921182014
2018-06-19,3.0764863362262673
2018-06-20,3.084211525661225
2018-06-21,3.0732200372616294
2018-06-22,3.071523716775922
2018-06-25,3.083610619718603
2018-06-26,3.109404652661334
2018-06-27,3.1160914234584562
2018-06-28,3.125800181723013
2018-06-29,3.1283002217611244
2018-07-02,3.1535788482497367
2018-07-03,3.1879648552692617
2018-07-05,3.1925355381858935
2018-07-06,3.19558682194559
2018-07-09,3.195332903111274
2018-07-10,3.201437414511775
2018-07-11,3.2280051114219255
2018-07-12,3.2386705493200028
2018-07-13,3.2519405271302184
2018-07-16,3.263977903503826
2018-07-17,3.263977903503826
2018-07-18,3.2629138516040013
2018-07-19,3.2756760322818894
2018-07-20,3.2756760322818894
2018-07-23,3.270314860379628
2018-07-24,3.270314860379628
2018-07-25,3.270314860379628
2018-07-26,3.2769737517510302
2018-07-27,3.2769737517510302
2018-07-30,3.2801902822161573
2018-07-31,3.2890598229130275
2018-08-01,3.3025076099653217
2018-08-02,3.313654560749478
2018-08-03,3.334802491390367
2018-08-06,3.3507297121523636
2018-08-07,3.3557231446935796
2018-08-08,3.357384326178713
2018-08-09,3.3645717426304826
2018-08-10,3.3684566767191813
2018-08-13,3.4122715941583426
2018-08-14,3.411985663507949
2018-08-15,3.441572814114372
2018-08-16,3.43277233774883
2018-08-17,3.4380325387198276
2018-08-20,3.443836104548712
2018-08-21,3.451940398096308
2018-08-22,3.4565636859227538
2018-08-23,3.463248513072118
2018-08-24,3.5197722927601998
2018-08-27,3.5159915147218115
2018-08-28,3.5226762491942867
2018-08-29,3.5247221349133846
2018-08-30,3.5472379952481194
2018-08-31,3.527255426241349
2018-09-04,3.530505824355516
2018-09-05,3.5376113171625967
2018-09-06,3.52554466156118
2018-09-07,3.5393728493711913
2018-09-10,3.5393728493711913
2018-09-11,3.5542391664779696
2018-09-12,3.5533541496341705
2018-09-13,3.5574880888566836
2018-09-14,3.5574880888566836
2018-09-17,3.5574880888566836
2018-09-18,3.5631265974353097
2018-09-19,3.5631265974353097
2018-09-20,3.5631265974353097
2018-09-21,3.5631265974353097
2018-09-24,3.5631265974353097
2018-09-25,3.556902091141171
2018-09-26,3.556902091141171
2018-09-27,3.5970058646113885
2018-09-28,3.6268364769197716
2018-10-01,3.640532989575467
2018-10-02,3.6692179007089196
2018-10-03,3.6823372825081884
2018-10-04,3.688785433581036
2018-10-05,3.701419240721531
2018-10-08,3.7520501076612365
2018-10-09,3.7571135259246393
2018-10-10,3.7571135259246393
2018-10-11,3.8092262260222594
2018-10-12,3.8201400210922722
2018-10-15,3.8326404790268125
2018-10-16,3.833265374163341
2018-10-17,3.8401447806499602
2018-10-18,3.8401447806499602
2018-10-19,3.8401447806499602
2018-10-22,3.850494037720776
2018-10-23,3.877530413780591
2018-10-24,3.8894939830121884
2018-10-25,3.859661758268977
2018-10-26,3.8540329975543295
2018-10-29,3.8540329975543295
2018-10-30,3.8700429959062586
2018-10-31,3.881818464753224
2018-11-01,3.9367701667585275
2018-11-02,3.9444311933852196
2018-11-05,3.946995191531276
2018-11-06,3.969123965768152
2018-11-07,3.9613704295402665
2018-11-08,3.9613704295402665
2018-11-09,3.9662897569052884
2018-11-12,3.9672797672677245
2018-11-13,3.9576628455709635
2018-11-14,3.9576628455709635
2018-11-15,3.9576628455709635
2018-11-16,3.970999580023631
2018-11-19,3.970999580023631
2018-11-20,3.991417020857441
2018-11-21,3.991417020857441
2018-11-23,4.003800739805835
2018-11-26,4.003800739805835
2018-11-27,4.038861677940762
2018-11-28,4.071866076798901
2018-11-29,4.082204066501835
2018-11-30,4.09521010836122
2018-12-03,4.133398652505214
2018-12-04,4.167311914468861
2018-12-06,4.1652914818162
2018-12-07,4.193883080135964
2018-12-10,4.213684627067751
2018-12-11,4.226875726983169
2018-12-12,4.2238208075257475
2018-12-13,4.2265383490514985
2018-12-14,4.242536194463228
2018-12-17,4.2702651045283115
2018-12-18,4.273686243185239
2018-12-19,4.261094308562628
2018-12-20,4.3142920774929925
2018-12-21,4.33654304743446
2018-12-24,4.3613172257940445
2018-12-26,4.360973290069101
2018-12-27,4.3630231137946645
2018-12-28,4.384949658315596
2018-12-31,4.383920159875561
2019-01-02,4.366875369207304
2019-01-03,4.383843333162481
2019-01-04,4.443086095708963
2019-01-07,4.443086095708963
2019-01-08,4.433717789960544
2019-01-09,4.468025991873996
2019-01-10,4.468025991873996
2019-01-11,4.453838570733381
2019-01-14,4.442466020069223
2019-01-15,4.455895774557082
2019-01-16,4.455895774557082
2019-01-17,4.45796563266234
2019-01-18,4.45796563266234
2019-01-22,4.45796563266234
2019-01-23,4.462835150459444
2019-01-24,4.462835150459444
2019-01-25,4.462835150459444
2019-01-28,4.468324408621166
2019-01-29,4.468324408621166
2019-01-30,4.46661946191582
2019-01-31,4.465604155904283
2019-02-01,4.4771039382205
2019-02-04,4.490010900793494
2019-02-05,4.479394682021288
2019-02-06,4.489633298437337
2019-02-07,4.46723509758308
2019-02-08,4.481562832812661
2019-02-11,4.503400895101377
2019-02-12,4.5006505587588554
2019-02-13,4.497905673979556
2019-02-14,4.481361484815263
2019-02-15,4.496713286776643
2019-02-19,4.553340680572042
2019-02-20,4.557072702322178
2019-02-21,4.583772460669455
2019-02-22,4.6010801658110125
2019-02-25,4.612502997673603
2019-02-26,4.606229161612496
2019-02-27,4.640922460784096
2019-02-28,4.670079464209299
2019-03-01,4.738338564126428
2019-03-04,4.740918576285666
2019-03-05,4.759337063373023
2019-03-06,4.751202256948876
2019-03-07,4.740816934301136
2019-03-08,4.758795511160208
2019-03-11,4.766904820038202
2019-03-12,4.772796156655003
2019-03-13,4.772796156655003
2019-03-14,4.772796156655003
2019-03-15,4.77609820368684
2019-03-18,4.765053500016318
2019-03-19,4.7581258714179455
2019-03-20,4.758857318238607
2019-03-21,4.758857318238607
2019-03-22,4.758857318238607
2019-03-25,4.763181523237584
2019-03-26,4.767887959258622
2019-03-27,4.767887959258622
2019-03-28,4.8296080156602
2019-03-29,4.842341255016951
2019-04-01,4.8550863222610765
2019-04-02,4.869051634898645
2019-04-03,4.874707184932927
2019-04-04,4.880750430424967
2019-04-05,4.874706249674399
2019-04-08,4.893191144069517
2019-04-09,4.912032850438672
2019-04-10,4.931243929897692
2019-04-11,5.000666277795025
2019-04-12,4.989840462512296
2019-04-15,4.982072965200845
2019-04-16,5.030916725015534
2019-04-17,5.036052521947416
2019-04-18,5.03169342955617
2019-04-22,5.03169342955617
2019-04-23,5.020170977322689
2019-04-24,5.048271805681384
2019-04-25,5.029349944536014
2019-04-26,5.029349944536014
2019-04-29,5.053620131982813
2019-04-30,5.057957711661808
2019-05-01,5.047277445142005
2019-05-02,5.045289075444827
2019-05-03,5.081437416751081
2019-05-06,5.079455885940654
2019-05-07,5.091356212108417
2019-05-08,5.091356212108417
2019-05-09,5.109668913514252
2019-05-10,5.110861169933746
2019-05-13,5.164086993399133
2019-05-14,5.1764226178270745
2019-05-15,5.174027886440903
2019-05-16,5.174832860747246
2019-05-17,5.19706847069577
2019-05-20,5.19706847069577
2019-05-21,5.19706847069577
2019-05-22,5.19706847069577
2019-05-23,5.19706847069577
2019-05-24,5.19706847069577
2019-05-28,5.19706847069577
2019-05-29,5.19706847069577
2019-05-30,5.228346548464743
2019-05-31,5.285157034492055
2019-06-03,5.348844559665772
2019-06-04,5.345209363325649
2019-06-05,5.3427960929059015
2019-06-06,5.370095928178435
2019-06-07,5.402724873275571
2019-06-10,5.447619896116618
2019-06-11,5.439418119850437
2019-06-12,5.459914834070683
2019-06-13,5.491076759724803
2019-06-14,5.469445293679454
2019-06-17,5.470670910296977
2019-06-18,5.459723595684089
2019-06-19,5.4572863182559805
2019-06-20,5.502319396260068
2019-06-21,5.463967334559294
2019-06-24,5.496222808010306
2019-06-25,5.4838205480017255
2019-06-26,5.466673770620551
2019-06-27,5.461234199374933
2019-06-28,5.46666286818868
2019-07-01,5.470605362754122
2019-07-02,5.523695128905597
2019-07-03,5.472356613932767
2019-07-05,5.555698243490236
2019-07-08,5.560076159045643
2019-07-09,5.5720375993304305
2019-07-10,5.57282782234513
2019-07-11,5.649923634135485
2019-07-12,5.667208030780293
2019-07-15,5.655187651963215
2019-07-16,5.672790201598537
2019-07-17,5.740237171199073
2019-07-18,5.755573232560389
2019-07-19,5.81710462325692
2019-07-22,5.81710462325692
2019-07-23,5.810953730062889
2019-07-24,5.810953730062889
2019-07-25,5.810953730062889
2019-07-26,5.793391610355466
2019-07-29,5.793391610355466
2019-07-30,5.8072014435181964
2019-07-31,5.828299656197751
2019-08-01,5.748724164593223
2019-08-02,5.739195795570616
2019-08-05,5.835619188839536
2019-08-06,5.846340152129232
2019-08-07,5.980702057049101
2019-08-08,5.98349632387466
2019-08-09,6.021632972719359
2019-08-12,6.059067117553141
2019-08-13,6.091962240262464
2019-08-14,6.1565371391622765
2019-08-15,6.155726665214056
2019-08-16,6.204581540955588
2019-08-19,6.232574309936618
2019-08-20,6.262124310229166
2019-08-21,6.263372860319122
2019-08-22,6.2541561662780225
2019-08-23,6.39276508252472
2019-08-26,6.462773577223778
2019-08-27,6.507111455407934
2019-08-28,6.508380330560734
2019-08-29,6.554944352437916
2019-08-30,6.5785913382149905
2019-09-03,6.67794625209856
2019-09-04,6.683550936539698
2019-09-05,6.845830875710332
2019-09-06,6.895912856078846
2019-09-09,6.926988100701663
2019-09-10,6.964893315378948
2019-09-11,6.977500222056642
2019-09-12,6.9737774205388705
2019-09-13,6.9737774205388705
2019-09-16,6.957576556761215
2019-09-17,6.991019517350564
2019-09-18,6.984532939151137
2019-09-19,6.973795176258384
2019-09-20,6.993747045702998
2019-09-23,7.031588275846983
2019-09-24,7.110485380074821
2019-09-25,7.217542964753684
2019-09-26,7.217542964753684
2019-09-27,7.242013975327791
2019-09-30,7.388219837288059
2019-10-01,7.455125051324764
2019-10-02,7.578317003288619
2019-10-03,7.62740829733054
2019-10-04,7.6243688055421615
2019-10-07,7.660342862779049
2019-10-08,7.620225961818937
2019-10-09,7.612139355801101
2019-10-10,7.694748107849661
2019-10-11,7.7421991736140745
2019-10-14,7.780273470287634
2019-10-15,7.839322075747235
2019-10-16,7.8710602218028916
2019-10-17,7.903366935292798
2019-10-18,7.898584942288636
2019-10-21,7.938345588034288
2019-10-22,7.947443450174869
2019-10-23,7.966157155515782
2019-10-24,8.011052099891891
2019-10-25,8.000914099142848
2019-10-28,8.075917553231164
2019-10-29,8.069939148226359
2019-10-30,8.102496730581848
2019-10-31,8.185357901379657
2019-11-01,8.201609439238121
2019-11-04,8.221142116020024
2019-11-05,8.36184604952988
2019-11-06,8.401309995237579
2019-11-07,8.54179272132802
2019-11-08,8.587143860606478
2019-11-11,8.619470548651199
2019-11-12,8.636059275026765
2019-11-13,8.66510639588354
2019-11-14,8.71246317198323
2019-11-15,8.723137595678224
2019-11-18,8.716619091338536
2019-11-19,8.749877877035745
2019-11-20,8.745718189764473
2019-11-21,8.745718189764473
2019-11-22,8.778471458757627
2019-11-25,8.781483768004021
2019-11-26,8.781483768004021
2019-11-27,8.827761912799094
2019-11-29,8.900638319467227
2019-12-02,8.903680648569757
2019-12-03,9.00480331130926
2019-12-04,9.026134486666
2019-12-05,9.039600383202256
2019-12-06,9.137044360684483
2019-12-09,9.140176059359712
2019-12-10,9.152065261962669
2019-12-11,9.191473681749882
2019-12-12,9.243814949871211
2019-12-13,9.322789516750769
2019-12-16,9.315199007974043
2019-12-17,9.312039385437494
2019-12-18,9.312039385437494
2019-12-19,9.326550536733716
2019-12-20,9.339182148902909
2019-12-23,9.340441934609927
2019-12-24,9.40569405212468
2019-12-26,9.431314743985917
2019-12-27,9.431314743985917
2019-12-30,9.44316171513461
2019-12-31,9.478718300514597
2020-01-02,9.518678796867217
2020-01-03,9.633978612795731
2020-01-06,9.536851599495058
2020-01-07,9.619472078580587
2020-01-08,9.505431344774104
2020-01-09,9.529871613831421
2020-01-10,9.568576267249922
2020-01-13,9.623871750141447
2020-01-14,9.65062674138641
2020-01-15,9.676187034686592
2020-01-16,9.717859582541012
2020-01-17,9.747249359590596
2020-01-21,9.765377532634657
2020-01-22,9.730721722377004
2020-01-23,9.802773297656385
2020-01-24,9.89599460606539
2020-01-27,9.849147445011276
2020-01-28,9.894132589567807
2020-01-29,9.894132589567807
2020-01-30,9.936173560639205
2020-01-31,9.876180140427314
2020-02-03,9.973522565677627
2020-02-04,10.145772754399811
2020-02-05,10.175821393941131
2020-02-06,10.251144480880669
2020-02-07,10.275381642004936
2020-02-10,10.310738843104255
2020-02-11,10.345526174234942
2020-02-12,10.360068032158745
2020-02-13,10.39239804608534
2020-02-14,10.43790288769814
2020-02-18,10.571366061613523
2020-02-19,10.616938150222621
2020-02-20,10.683686246154558
2020-02-21,10.850608046550212
2020-02-24,11.041919139303939
2020-02-25,11.02983720270317
2020-02-26,11.056673789571063
2020-02-27,11.064084716029617
2020-02-28,11.305572300809109
2020-03-02,11.365530051852692
2020-03-03,11.704707256048343
2020-03-04,11.735296056323728
2020-03-05,11.943869206356423
2020-03-06,11.943869206356423
2020-03-09,11.791763029260462
2020-03-10,11.879940248702027
2020-03-11,11.988943335968882
2020-03-12,12.406178385358057
2020-03-13,12.872523332772792
2020-03-16,13.452838277370192
2020-03-17,13.961908892579057
2020-03-18,14.508579613619334
2020-03-19,14.480179184937008
2020-03-20,14.48505959585205
2020-03-23,15.078780077347773
2020-03-24,15.899239837005624
2020-03-25,16.318414083629886
2020-03-26,16.216208781089367
2020-03-27,16.216208781089367
2020-03-30,16.405917790383167
2020-03-31,16.763691135576607
2020-04-01,16.676136072664427
2020-04-02,17.040915948851666
2020-04-03,17.137422932325634
2020-04-06,17.64131034817147
2020-04-07,17.962779229855144
2020-04-08,17.916520238830486
2020-04-09,18.708523772977408
2020-04-13,18.956232980599953
2020-04-14,18.955152906351348
2020-04-15,19.08810349306429
2020-04-16,19.204991668112427
2020-04-17,19.501624117660125
2020-04-20,19.68206590895409
2020-04-21,19.900111754638658
2020-04-22,20.283798477923764
2020-04-23,20.275610664478148
2020-04-24,20.513942097174134
2020-04-27,20.750837319854373
2020-04-28,20.824575874461814
2020-04-29,20.90495113315126
2020-04-30,21.331732849799778
2020-05-01,21.431650561614717
2020-05-04,21.485777864095468
2020-05-05,21.44915765818245
2020-05-06,21.69839144277996
2020-05-07,22.156501321035893
2020-05-08,22.365717726410654
2020-05-11,22.457687425990144
2020-05-12,22.525087916955908
2020-05-13,22.68257857273774
2020-05-14,22.86411189879363
2020-05-15,23.04416594053804
2020-05-18,23.35786038200819
2020-05-19,23.35786038200819
2020-05-20,23.344525225175822
2020-05-21,23.69600343454696
2020-05-22,23.805796108100104
2020-05-26,24.103644003991608
2020-05-27,24.456848667568597
2020-05-28,24.514081097145453
2020-05-29,24.77222879133044
2020-06-01,24.735221672758147
2020-06-02,24.987825317938633
2020-06-03,25.40035674435242
2020-06-04,25.766110255528638
2020-06-05,26.301964920298904
2020-06-08,26.6027210755165
2020-06-09,26.91826105653916
2020-06-10,26.962179919354977
2020-06-11,26.88147417274626
2020-06-12,26.81290257962668
2020-06-15,26.96324006274727
2020-06-16,27.014781923862774
2020-06-17,26.786337094417075
2020-06-18,26.874566400115754
2020-06-19,27.22069238453026
2020-06-22,27.243955283181513
2020-06-23,27.503139922938907
2020-06-24,27.696464581093917
2020-06-25,27.69017562024773
2020-06-26,27.792093027683524
2020-06-29,27.71401658014667
2020-06-30,27.958831015037237
2020-07-01,28.276828808892628
2020-07-02,28.445845212916325
2020-07-06,28.450618248792747
2020-07-07,28.68753292042871
2020-07-08,28.910472393582193
2020-07-09,29.179503667103344
2020-07-10,29.29748306425112
2020-07-13,29.394870819589354
2020-07-14,29.07318530846946
2020-07-15,29.158501350663656
2020-07-16,29.35494281475034
2020-07-17,29.51489826258541
2020-07-20,29.660268110463434
2020-07-21,29.992359325381706
2020-07-22,30.089207804105538
2020-07-23,30.417682460199263
2020-07-24,30.62753750543397
2020-07-27,31.099424957416836
2020-07-28,31.31195971843744
2020-07-29,31.31676983366101
2020-07-30,31.653320241476077
2020-07-31,31.883988142235044
2020-08-03,31.58994060633802
2020-08-04,32.290174847537955
2020-08-05,32.40344532831027
2020-08-06,32.498493322429
2020-08-07,32.976388921340934
2020-08-10,32.943842150196005
2020-08-11,33.858363789658114
2020-08-12,34.067888155605665
2020-08-13,34.69197766880172
2020-08-14,34.7223973673513
2020-08-17,35.3528721980404
